id	tweet	subtask_a
37518	vallahi lan , oha çok iyi amk ajagafahahaah	OFF
39390	kılla hakan a nakaratları bilerek söyletmişler vermelerin daha güzel gözükmesi için	NOT
44448	ben habertürk izliyorum . sen olsan şimdi ince'yi mı izlersin yoksa senin oğlanımı ?	NOT
30405	ileri demokrasi vaadiyle yola çıkanların demokrasi yarışındaki rakiplerine zillet deyip , seçmenleri ayrıştırması çok trajik . vah güzel ülkem vah !	NOT
19439	eğer o kalabalık coşmazsa kan çıkar buradan ona göre	NOT
31277	yalnız o adam bşb başkanı değilken bursaspor şampiyon oldu . ne biliyoda itiraf edecek . bu olayları en iyi siz ve akçaabatsebat bilirsiniz 2004ün hesabını verin de konuşun .	OFF
34372	marmaray da yaparım , yufka da açarım .	NOT
32728	bilim ve imam hatipi aynı cümlede kullanmak bile üç aydan başlaması lazım .	NOT
19359	sen ingiltelerde 19 ton altın rezervlerken benim insanım burada aç aç işsiz katıksız istifa et uzun etme	OFF
44779	aynı anda iki yerde olabilseydim ikisinde de senin yanında olurum .	NOT
35060	jön snowa laf edenin sikeyim dalağını halkı için sevdasından vazgeçti adam . . ajdjsnn	OFF
21439	buradan seneye metro geçecek buralar çok değerlenecek	NOT
19289	ilhami hocam . bu adam tetikçidir sürekli hedef gösterir . ömer turan denen mahluk . tam bir faşist kafa .	OFF
39954	sosyal medyada bir bakıyorsunuz herkes kırılmış , herkesi üzmüşler , herkes bir darbe almış dostundan . kim lan o zaman bunları yapan hain insanlar ?	NOT
36894	yapsın şimdi o topraklarda yaşayan insanlar . . kim getirsin onlara kanunu , kime güvensinler yeniden . tamam onlarda özgürlüklerine hakkıyla sahip çıkmıyorlar ama eğitim yok , imkan yok , gelir yok , devlet yok . . naaşın oradaki masumlar . .	NOT
28518	selam buradan işi gücü sikiş olan hatun sikiş isteyen varsa arasın 03296852717 doyasıya Viki'selim evli dul yada bekar bayan fark etmez türbanlı açık fark etmez işimiz sikiş güzel vakit geçirmek bursa ve bursaya gelebilecek	OFF
43903	hocam bu heyet sizce hangi suçları işlemiş oldu . . kişiyi hürriyetinden yoksun bırakmak vb. .	NOT
26774	yarın gidip görüşeceğim kanka daha önce aynen bu şekilde büte bıraktığı olmuş ama hadi hayırlısı	NOT
45954	ooo çok güzel olmuş güle güle giy tatlım	NOT
29377	twitter pmden kendi fotomu kaldırınca takipçi sayım düştü lan nolugo	NOT
36639	teröriste bak ya sinir sistemimi bozdu	OFF
38153	la bir sinirlenilir misin lütfen allahunin aşkı diyorum bak	NOT
15127	hayat zor değil insanlar zor .	NOT
26982	bazan büyük riskler almaktan kaçınmak lazım .	NOT
22297	bir kez kaçar uçurtması sonra gökyüzüne keser insan hermann hesse	NOT
29528	her şey neden düzelmiyor bu hüzün neden geçmiyor	NOT
24263	kafamda atlar tepişiyor şu an varya of	NOT
27602	hayda amk giriyor attı beni	OFF
20804	iki günde nasıl alıştırır bir insan kendine birini . sanki hep berabermişiz benim yerim onun yanıymış hissi doldu her yerime .	NOT
26970	şimdi biz nerden anlayalım nereli olduğunu	NOT
10627	sizin derdinizi tasanızı sikeyim hastaneye her gidişimde ağlayan kadınlar görüyorum	OFF
39533	kendisini iki kelime ile anlatabilir misin ? ?	NOT
16735	ben iyi partiliyim çomar oğlu çomar hdpyle işbirliğini osloda siz yaptınız imralıda siz kucağa ötürdünüz habura savcı gönderip pkkcıları siz serbest bıraktınız ötede havla şimdi .	OFF
30273	bize unutmayın ki hiçbir şey olmaz deseydin djxjjx	NOT
24430	ben o dönem piyasada değildim bilmiyorum . robotlara değil yatırımcı ilgisizliğine bağladık zaten . ama robotlar da Ganiç'i işlem keyfi bırakmadı .	NOT
15656	af çıkmasını istemeyenler sizde o tadı alın inş o zaman anlarsınız bizi	OFF
35050	mezunları olarak bölümün tanıtımı ile ilgili büyük bir mücadele verdik kadroları liyakate dayalı olmasını istiyor genel müdürlüğünden istihdam bekliyoruz	NOT
21446	kış mevsimi iyi güzel giyiniriz severiz falan ama ülkenin %50’sinin koltuk altını almayacağı gerçeği beni aşırı rahatsız ediyor ...	NOT
13736	iyi okumanı isterim anlam ve mana arayarak okursanız anlayacaksınız	NOT
33195	24 aydır alım yapmayan bir bakanlıktan istihdam bekliyoruz . 80 90 puanlarla devlet bünyesinde çalışmak bizim de hakkımız . sabırkalmadı tarımaatama	NOT
13465	neyse muallakta olsa idare edeceğiz .	NOT
19796	olan bize de oluyor en kötüsü bu işte ülke batmak üzere onlar kaçacaklar	NOT
34901	doğum günün kutlu olsun gardanım nice mutlu senelere :)	NOT
15164	şimdi sizin partinizde , bu kadar parası olan vekil veya adayı yok mu ? onlara neden bir şey demiyorsunuz ? ya da bu çocuk sizin partinizden aday olsaydı , aynı şekilde mi düşünürdünüz ? bütün samimiyetinizle !	NOT
17920	yeah sex güzel hoş ama hiç bir zaman bir saat boyunca tek sözünü hatırladığın şarkıyı arayıp buldunuz mu ?	NOT
18347	ohhh 25 cm kalın büyük isteyenler	OFF
14136	anladım artık gidiyorsunuz mezun olup gideceksiniz son giydiğim takımı niye atıyorsun	NOT
12104	sırf ben bu trafiği çekemem diye annem alacağı arabadan kaç kere vazgeçti ya kâhretsin zalim trafik	NOT
22148	bu yürek sızına katlanamıyoruz , ama değiştirmek için hiçbir şey yapamayacak kadar atılız ? ? ? ,	NOT
23232	atamıza nefret duyan cahillerden daha çok onlara bu sevgiyi aşılayamayanlardan hesap sormak lazım nefreti öğrettiğiniz kadar sevgiyi öğretemediniz	OFF
33557	napiyosunuz lan bura da gidiyor	OFF
43942	işte bana dersen ben sivasta değilim	NOT
29859	canım ben patlıcan sevmem , daha çok pazı falan ... .	NOT
12853	abi boşver nasayı falan gel dini da yağlı yiyelim	NOT
24621	' tificuif ' sesi yazıya çevirin çok başarılı gerçekten . bende tanımını yapayım ; kürdan vb. bir şey kullanmadan sadece dudak , ağız içi ve dilin hareketleriyle yüzünüzün de garip şekillere girmesiyle sonuçlanan , dişlerdeki artığı temizleme çabası esnasında çıkan ses .	NOT
34671	lan bak anlıyorum sıcak hava ter falan derken pis kokularda artıyor ya arkadaş sende abartma fosilleşmeyi bekleme	NOT
25246	her şey kusursuz gittiğinde kabullenemeyip anlık depresyona giriyorum bünye alışık değil	NOT
27879	türk akımı derken rusya'nın avrupa'ya petrol göndermek için yapılan proje	NOT
36881	10 dakika fazla mesai yaptım bunu maaşıma yansıtmazlarsa kan çıkar	NOT
22185	rüyamda yıllardır foxta yayınlanan beni unutmadaki aliyi gördüm kadın kuaförü olmuş kaş bıyık alıyordu yazık ilkay yüzünden ne hallere düşmüş .	NOT
23822	gayet güzel , skora yatmadan , tertemiz kazandı adamlar . helal olsun .	NOT
36428	izlanda türkiye maçı artık ölüm kalım oldu ...	NOT
13937	yarın yolavada m . ince miting yapıyormuş . . gel gidelim . . bir kamyon kitap satar . . imzalarsın . arada ekonomik vaatleri yorumlarsın . . puan verirsin . . deniz havası iyi gelir vapur fos fos fos ... kapalı mekanları sevmiyorum . .	NOT
32589	ulan yaaa . sen böyle deyince aklıma eğlenceye giderken yasemin kafasına kuş sıçması geldi .	NOT
20717	tam köpüklü saçlar ve vücut yıkanılacakken aniden gelen soğuk su : yapılan özürlü hareketler + refleksle suya atılan tekme + ters takla + bol sövüş + annenin hala duştan çıkmadığın için bela okuması = bitiş	NOT
32774	tam uyuyacakken gelen iyi geceler mesajı gibisi yok . gerçekten yok yani gelmiyor öyle bir mesaj .	NOT
23255	ablanın takip ettiği kimse de yok . ben takip etmem edilirim diyor aklınca	NOT
22671	biz bu insanlara nasıl canımızı emanet edeceğiz ?	NOT
24330	korkuyorum , bir gün birisi çıkıp ey insanoğlu diyecek ve kimse üstüne alınmayacak ,	NOT
45846	rüyalar bilinçaltında yaşadığımız şeylerin toplamıdır diyor konuyu kapatıyorum	NOT
37181	gönül hanım uğraşmaya değmez . enerjinizi sokak hayvanları için harcayın . eminim ki daha etkili olur . ne de olsa tuğçe'den daha akıllılar .	OFF
16461	belki sevdiği kadının toprağa verilisini izlerken onu hayal etti bende biran önce giderim o nasılsa cennette bende onunla ölürüm onunla buluşurum mantığı ile düşündü orayı	NOT
29637	“ en büyük müşterek hikâyemizse , bitip tükenmek bilmeyen bu büyük çelişkimiz : kış ortaşın bile ilkbahar yaşayabilecekken , yıllardır hüküm süren vicdani kişimiz . ”	NOT
42382	geri zekalıyım ben . yürürken bile belki karşılaşırız diye yürüyüşüme dikkat ediyorum . bir iş yaparken acaba yaptığım iş seni memnun eder miydi diye düşünüyorum . aklımı sikeyim .	OFF
36693	kimse sevgilisiyle , yakın arkadaşıyla aynı üniversitede olamayacak bilginize , başarılar gençler	NOT
22092	zenginliği istediğine bilimi isteyene veren rabbim istediğimi verdi yıllar sonra ah sabır ne güzel şeysin	NOT
25995	ne olur şu hissi alın benden	NOT
30021	kız size bir şey dememiş hemen atlayın kdbskxnsks	NOT
32814	istediğiniz kadar yasaklayın ekrem ekremdir der .	NOT
42014	evet o zamanda söylemiştin . ben çıkıyorum diye ...	NOT
46024	hep bizim ayıbımız konuşuldu , oturup biraz yanlışınızı düşünün !	NOT
45166	beytullah eroğlu , sümeyyenin yanındaki genç çok yakın bir akrabam olur ikisinden de gurur duyuyoruz	NOT
14479	tamam onu anladım da oranın vatandaşlığını iptal edip geri mi postalayacak ?	NOT
32829	size has bazı söylemleriniz hiç değişmiyor . ben biraz uyanmakta geç kaldım .	NOT
39223	çoğunun ki yeddi emin parkında ama olsun , ruhsatta onların adı yazıyor	NOT
29618	küsür euroya hamburger yedim içime oturdu resmen	NOT
44256	affet anne oğlun bir videoya aşık oldu	NOT
29166	tweeti okurken sigara yaktım ekran patladı nasıl bir tiner oranıdır bu	NOT
11576	size karşı inancı olmayan insan hayatınızda da olmasın . size karşı anlayışı olmayan insana saatlerce dil dökmeye çalışmayın . size saygı duymayana tenezzül etmeyin . bazı şeyler yoluna girsin diye kendinizi yormayın .	NOT
29031	sayın bakanım gereksiz yere cezaevinde yatan doktor mühendis gibi meslek sahibi iyi yetişmiş insanlar var . onları da çıkarsanız da vatana millete hizmet etseler	NOT
28597	sahip çıkıyor işte devlet , baktı chp yapamıyor el attı , sana da atsın istersen	OFF
11120	as ! siz o gözlerde hiç olmayacakları görmüşsünüz kardeşim bizimkisi olsa olsa sonbahar ...	NOT
30650	bize 2 sana kaç kerem artist olmanın dabi bedeli var söyle de sayısını bilelim	NOT
14079	intikam mı ? saçının teline zarar geldiğinde bile benim canım acırdı zamanında bu denli sevmişken sen neden öyle düşüneyim ?	NOT
34985	parayla şampiyonluk ne kadar kolay şerefsizsin	OFF
31824	başkanım kadıköye hamsi heykeli ne zaman dikiyoruz inşallah	NOT
44403	aklına gelmem ama görünce darmadağın olur insan hatırlamaz belki ama unutamaz	NOT
12298	düşenin dostu olmazmış sanki ayakta kalanın çok var	NOT
43298	allahım yine aklıma geçen yıl yaptığım mallıklar geldi kahretsin	OFF
31618	biz aslında boş biri değiliz siz ezik hissetmeyiniz diye empati kurmayı öğrendik	NOT
33872	hepsi gayet güzel umarım suya yapılan indirimi insanlar fırsat bilip israf yapmazlar ucuz diye ... . .	NOT
23345	bu adam saf değil bunlar seçili karpuz kozak olanı getirmezler . . adamların işleri güçleri kurgu senaryo . . senaryo için de kafa lazım her zaman tutmuyor senaryo eskiden tutuyordu . . devir değişti . .	OFF
30676	uzak olsa da gece mi mutlu edenim . . iyi ki varsın .	NOT
40769	ne güzel şarkıymış . ilk defa dinledim . teşekkürler	NOT
11801	sıçcam şimdi tamam bazıları sadece popüler üyeleri seviyor olabilir ama ? herkes değil . her üyeye eşit sevgi gösterip yine onları baş olarak seçebilirler ne alaka cidden laf atmayı kesinzzzz	OFF
19077	canım kuzenim suçlu bile olsam hep bana hak veriyor . zorda kalmasam yapmazdım aynen	NOT
33822	fatih bey sakıncalı kişilerin kullandığı oyların neden hep muhalefet patımsı lehinde kullanıldığını varsayıyorsunuz . böyle bir oy kullandırma eylemini yapabilecek imkanlar iktidar partisinin elinde var böyle olunca bu oyların gittiği adres iktidar partisi olmaz mı ?	NOT
27939	ben niye bu çocuk adam olayını anlamadım hala acaba	NOT
27116	selam içgüveysinden hallice olanlar diğerlerine gelince onlar pikniğe gidebilir	NOT
32088	tunahan kliğiyle diğer klikler arasında bir gerginlik var sanki . siz de fark ettiniz mi ?	NOT
38178	yolunacak daha çok kaz var len mq	OFF
19223	değişen bir şey yok hala alımdayım .	NOT
37069	doru nfsdksckdg o ortam bana da lazım	NOT
45820	yarencim geçen gün youtube debi bir 30 saniyelik şarkı söylediğimiz video ya denk geldim uzun uzun devamı gelsin teşekkürler	NOT
20760	mevlana değiliz ki ne olursan ol gel diyelim . önce adam ol öyle gel	OFF
34537	seni sevmek bir başka güzel be fenerbahçem , iyi ki	NOT
24863	bende antalyada oturuyorum tanışmak istiyorum tek erkeğim	NOT
23134	eee . . bende bende . yaş 47 pirim 7500 emekliliğim geçeli 3 yıl oldu .	NOT
17622	siz kendinizi hafife almışsınız . fakülte yıllarınızdan beri öykülerinizi okuyoruz efendim . dergileri takip edemeyince de Twin'lerinizle yetiniyoruz . yani yetiniyorum . pelini bilemedim şimdi bebek bakıyordur o . hülasa rica ederim , asıl ben teşekkür ederim . :) selamlar ...	NOT
33892	bir şeylere heves ettiğim zaman hayatın bana verdiği cevap değil mi ya ?	NOT
35155	birilerine , bir mekana , bir ana herhangi bir şeye bağlanma konusunda üstüme tanımıyorum gerçekten	NOT
44373	hakan ne derlerse desinler çok yetenekli futbolcusun türkiyenin gurursun . gurursunuz .	NOT
12739	ve cehennem ile şu güzelim twitter takipleştiğimde başladı . allah belamı burada verdi .	NOT
40250	bayramdan önce gelen düğün kartları artık gelenek haline geldi	NOT
18551	leğenin içinde uyusan serin serin oh	NOT
19761	dokuz kere sev onuncu olayım gerçekten seven sonuncu olayım	NOT
13462	bu da çok güzel bir hizmettir vatana	NOT
38459	sabah sabah var mı sıkılmak isteyen	OFF
15699	tahmin ortasına tüm dertlerimi dokermişim şimdi sğjsvajshs	NOT
10684	tüm islam aleminin kandili mübarek olsun ...	NOT
29689	hocam 4 katlı bir binayı çıktıktan sonra 30-40 saniye 80 ve üzerine çıkıp düzeliyorsa problem var mıdır ? teşekkürler .	NOT
30288	tam sevgili ile sahile yatıp içmelik gün ama eksikler dolu ... .	NOT
39894	inanmıyorum inanmıyorum inanmıyorum inanmıyorum inanmıyorum inanmıyorum çok özledim inşallah gelir inanmıyorum inanmıyorum inanmıyorum inanmıyorum	NOT
29962	topun içinde o da var	NOT
31637	aaaya yine mi hemen çözdünüz olayı yaaa ? ! ama ben arkadaşlara demiştim önce bunların sivrilerini paketleyin sonra bütün gece hdp konfetisi yapın ki yarına terörist narası kalmasın diye ! neyse daha dikkatle terörist kıyması yaparız artık . sorun değil	OFF
14620	o konuda bir anlaşmamız vardı xjkskzksk	NOT
29064	okulun bana kazandırdığı tek şey gözlerim açık uyumak	NOT
28052	kimlerdensin diyen dedeye e-devlet şifresini vermek	NOT
22423	sev sev kişi sevdiği ile beraber Broos	NOT
30683	sivas yine havasıyla buyuluyor arkadaşlar	NOT
37031	bahçeli keşke bebek katili hakkında sende bir yorum yapabilsen . beka ne oldu beka ...	OFF
22080	abi yayıcı nasıl buldunuz ikinci yarıda	NOT
43503	golcü yok yedek stoper yok yedek kaleci yok beşiktaş'ın haklarını koruyan başkan yok ... . transfer dönemini nasıl iyi geçirmişiz anlamadım ? ? ?	NOT
11833	dizi yapımcılarını ak partiye danışman yapmak lazım . tüketim değil üretime yönelik büyüme ilham verir . ayrıca petrol için iki şirket kurması da yerli oto için örnek alınsaydı keşke . daha hızlı olurdu	NOT
44112	tarkan ahde vefa dünyanın en iyi albümü seçilmiş veya doğru karar keyler	NOT
43691	okulun 6. sınıf okuma kitabı listesine bakıyorum . özenle seçilmiş kitaplar . ama 15 kişilik sınıfın en fazla 3 u bu yıl o kitapları anlayarak okuyacak . gerisi ıpad ve tel okuyacak yine sadece ... hem eğitimli hem hem geliri düzgün velilerin çocukları bunlar .	NOT
27929	ağızının içi yalan dolu zbshvx	OFF
41140	bu kaçıncı denememiz yine çıkamıyoruz yarınaaaaa	NOT
38427	bts world oynayan insanlar görüyorum benim ilk günden sabır taşım çatlamıştı	NOT
22071	gerçek hayatta kimsenin skine takmadığı işsiz oğlanlardan biri olduğunu düşünüyorum senin yerin burası değil , bence ekşi sözlük te takıl senin tarikatlardan orada çok pişman olmayacaksın :)	OFF
16127	elinde sadece siyah kalem var ama gökkuşağı yarat tabii olmaz ...	NOT
44791	katılım az olunca hevesim kursağımda kalıyor	NOT
40868	ne derler bilirsiniz ; ağzı olan konuşur . eğer söyleyecek güzel bir şeyleriniz yoksa belki sadece çenenizi kapatmalısınız . [ gossip girl ]	NOT
36065	olimpiyatları islam alemine hayırlara vesile olsun ilk gün serbest stilde kılınan namazda dereceye girenler bugün törenle madalyalarını alacaklar kurbağalama stil ikindi namazını müteakiben devam edecektir	OFF
42374	ta ağustos ayında sezon başlamadan oynanacağı belli olan playoff için yıllardır amma ağladınız ha ! bilmeden yapıyorsanız salaksınız , futbol cahilisiniz . bilerek yapıyorsanız ortalık karıştırmak isteyen futbol teröristlerisiniz ! bence ikincisi .	OFF
17001	erdoğanın sağ kolu olmuş hangi hakim tutuklıcak bu katilin kan ile duş alacakmış kahpe çocuğu . erdoğana oy veren bu sitede oy vermiş demektir	OFF
45270	ömg ! neler görüyorum mehmet ali bey karşııımmmm ! ! ! ! !	NOT
31259	maalesef bu insanlar işlerine fitne fesatlık katarak kar edeceklerini düşünenler fakat yolcuların geldiği durum bu . kendi işlerini kendileri bitiriyorlar umarım bir " kanun ceza " vs bu sorunu halleder ama ... siz gerisini biliyorsunuz zaten .	NOT
27258	bu nasıl bir performanstır be kardeşim , ağzım açık izledim resmen . süper ...	NOT
10950	aykut kocaman ve aziz yıldırım işimize yaramaz sezon sonu gönderin ...	NOT
17748	sana kuaför arjantin caddesinde . ben daha önce hiç boyatmadım o yönde bir tavsiye değil benimkisi , sadece iyi bir yer olduğunu duydum bir araştır istersen	NOT
25442	nasıl uyanınca bakmışsın ki geçmemiş ... sarılsan da geçmez . tek ilaç zaman .	NOT
14398	bobinin gözlerinin önüne düşen tüyleri keserken gözünü çıkarmak	NOT
16663	sayın cumhurbaşkanımıza kadro alamayan taşeron hastane bilgi işlem çalışanlarını sorabilir misiniz ? kadro alabilecek miyiz ?	NOT
22729	insan sevdiği için sever aşkın hiçbir gerekçesi yoktursimyacı	NOT
29018	tanzimat fermanı : tanzim satış açılıp yarı fiyata sebze satılmasını emreden padişahın yazılı buyruğu .	OFF
15697	( gülenciler ) burada gülenci olmayanlar gülencilere fetöcüler diyor demek orada fetö cuları gülenci diyorlar can dündar siz gülenci diyorsunuz yani öylemi yani bir daha söyleyin gülençimi fetöcümü tam anlamı ile dile getirir misiniz	OFF
38623	şeyhlerinin seçilmiş ( son peygamberin son peygamberi ) olduklarına inanıyorlar . allah'ın nazlı ( sevgilisi ) kulları olduklarına naniyorlar , onların şeyhleri allah'a naz ( cilve ) yapacak allah da onların müritlerini sorgusuz cennetine koyacak	NOT
35623	yok be . gayet millet arabasında sigarasını içiyor . kafeler sokak ortasına masalarını koymuş millet yemek yiyor .	NOT
41794	ah saol canım benim öyle bir hedefim yok seninki olsun yeter aksbisshs	NOT
40795	şeytan önce kendi varlığını inkar ettirdiği gibi ergenekon da kendini önce teşhir ettirdi , sonra varlığını inkar ettirdi velakin tüm melanetlerini aşikare çıra ediyor ve ettiriyor .	NOT
37048	etkinlik bugün , 21 haziran cuma , yazarken bir hata olmuş . iyi günler dileriz :)	NOT
13933	melikenin annesi benden daha güzel poz veriyor ya :(	NOT
10988	zaten bakan türkiye den bahis etmiyor ki et saman hayvan ithal . etti ülkelerden bahis ediyor buraya yabancı	NOT
34544	keşke o günler geri gelse açtık ama huzurluyduk geleceğe yönelik kaygılarımız yoktu çünkü yolsuzluk yoktu , hırsızlık yoktu fabrikalarımız vardı ülke talan edilmemişti geleceğe yönelik umudumuz vardı ...	NOT
39113	evet yine ben ve yine bir misafir ortamı ... evet mükemmel	NOT
12763	insanlara olduğu veya olmadığı bir konu hakkında yorum yapmak onun hakkını almaktır günahı sizin boynunuza	OFF
10485	hayır yani prof. dr danışmanlık yapsın , bir öğretmende yapabilir ( para karşılığında asla değil ) yani şimdi üç beş gerizekalı bu işi resmen para için yapmıyor mu ? hani kapitalist sistem ? hani insan hakları ? eğitim burjuvaların hakkı mı ? ay . . geldiler bana	NOT
35035	allah razı olsun , çok çok teşekkürler ️	NOT
32150	ilk günden göze sokar gibi olmuş . nebilim gerek yok amaç antipati toplamak olmamalı . seçimi kazanan millet ittifakı başkanlarının çok iyi çalışıp hata yapma lüksleri yok . kazanılan yerler tekrar bu yobazlara gitmesin	OFF
34948	bugün iettler ve müze girişleri ücretsiz . bunu değerlendirelim ey kardeşlerim .	NOT
26694	demi o giydiğin kürk gerçek bir kürkse bir miktar üzülürüm	NOT
15657	yaa zeynep çok tatlı farklı biri	NOT
27042	iyi ki ziraat mühendisiyiz ... biz sorumluluklarımızın bilincindeyiz . hakettiğimiz değeri görene dek , hakkımızı alana dek birbirimize kenetleneceğiz . biz bu işi yapmak için fırsat istiyoruz . biz atama istiyoruz ! 20	NOT
43938	onların işi hak hukuk kadın hayvan hakları doğa adalet çocuk falan değil . onların işi bu terimleri kullanarak siyaset yapmak kargaşa çıkarmak kaos yaratmak .	OFF
32618	ben yakın arkadaşımı kaybettim , hala numarası mesajları yaka kartı duruyor . sizi hayal edemiyorum allah size sabır versin .	NOT
16569	vay be abim barların hikayesi demire fısıldanan o tezgahlardan başlıyor demek	NOT
26382	hiçbir şeyi istemedim seni istediğim kadar	NOT
12931	hazır olun . bir hafta içinde büyük gelişmeler olacak . guguk kuşu yavruları artık büyüdüler ve sağa sola saldıracaklar .	NOT
32325	' işe soktuğum insanların duası beni cennete götürür ' diyor . torpil yaparak hakkını çaldıklarının kul hakkını nedense aklına getirmiyor .	NOT
21981	diğer okur dürüst işte . aç	NOT
30497	bazı rüyalar fazla geliyor artık	NOT
17741	bütün fantomlara karşı beraberlik . kaçıncı seviye krallık bu ?	NOT
22584	artık istanbul'da çay ısmarlayanımız varsa gelinir o şehirde .	NOT
43622	yarın assirili önemli bir gün hatırlayan var mı	NOT
35372	sevdan yüreğinde kalsın gizli bir günah gibi	NOT
46113	size durumun ciddiyetini şöyle açıklayabilirim sanırım . annem ilkokul , babam lise ve ben üniversite mezunuyum . maaş sıralaması ise annem > babam > ben ( çalışmıyorum )	NOT
37148	zaman herkesin terazisinde ayrı ağırdır	NOT
15775	yaşasın direnişi 5. yaşı ve kutlu olsun şimdiden senin de yasin .	NOT
28237	şu an öğrenci evindeyseniz ısınmanın yolları arıyorsunuz demektir	NOT
36739	fatih hoca arda'nın gelmesini istemiyor bizim gs taraftarı istiyor akıllanırlar mi ? zor .	NOT
20816	burada yazdıklarım , katılıyorum anlamına gelmez . bir de punliç dm açık ama ️ dm yok ️	NOT
23249	hala dangalak dangalak şeylerle uğraşıyorsunuz dünya düzeni değişiyor gücün konumu değişiyor enerji el değiştiriyor sen hala izmirin dağlarında çiçekler acardasın böyle uyutunul milleti	OFF
11515	yılın en iyi maç izleyen teknikdirektörü aykut kocaman kayserispor - fenerbahçe	OFF
13375	üyelerin gözyaşlarına dayanamıyorum her şeye dayanabilirim ama ağlamalarına dayanamam	NOT
41332	altıcın değil üst için etiketledim .	NOT
29332	erkeklere göre ; - kızlar benden zeki olmasın - makyajsız da güzel olsun , kara kaş kara göz - fiziği düzgün olsun , çocuk doğursa bile kendini bırakmasın - iyi yemek yapsın - mesleği olsun ama benden fazla kazanmasın kızlara göre ; - beni sevsin - adam olsun .	NOT
44104	. her şeyin başı çocuk diyoruz ama çocuklarla alakalı hiçbir şey yapmıyoruz . bölümümüzün önünü açmanızı talep ediyoruz .	NOT
11417	banttan eski haline döndü ve çok güzeller oturup ağlarım ben buna	NOT
31380	eğer öyleyse sıkıntı var tabii . ama ne onları unutmalıyız ne de samimiyetle acıları paylaşanları hor görmeliyiz . öyle olmazsa bizim de onlardan bir farkımız kalmaz . müslüman mahzun olandır , hüznümüz hiç bitmeyecek muhtemelen ama her zaman hakkın ve hakikatin yanında durmak duasıyla	NOT
16673	hdp ye başlamadığına göre yalancısın . chpyi de aklınca kurnazlık yaparak koydum :) / çok zekisin :) )	OFF
22561	özman dan bize cayma bedelinden yardımcı olursa evde ve mobilde bütün hatlarını taşımak isterim bu ılgısızı dan	NOT
31478	izahı yok hiçbir şeyin , hipnoz olmuşlar sanki , kendileri adına değil . başkalarının düşünceleri fikirleriyle yaşıyorlar .	OFF
34863	off keşke şu an , tam şu an kapı çalsa ve bir kutu bitter çikolata gelmiş olsa . .	NOT
24339	yahu hasan şaş bir şey yapmadı mı dedim ben ? jailson herşeyi başlattı diyorum .	NOT
13170	evet çocuk işte gerizekalı neyi görse onu öğrenir , yukarıdaki açıklama islami yaşayışa göre deniz hanım , ya inandığın gibi yaşarsın yada yaşadığın gibi inanırsın	OFF
13227	geçen iki tane plaka gördüm e kasa mercedes 34 kürt 34 bir de 34 kürt 94 gördüm sizce bunlar kürt diye mi aldı kürt diye mi aldı buyrun sohbete	NOT
13934	yi cumhurbaşkanı adayı yaparak kendince genel müdürlük koltuğunu sağlama alıyor çünkü biliyor ki receptayyip erdoğan karşısında muharrem ince'nin hiç şansı yok . evet iyi bir hatiptir ancak bundan öte siyasi bir başarı vs. yoktur .	OFF
32708	uyuycşm diyip milleti avlayan insanlar sizin tam olarak amacınız ne aq	OFF
25962	onların parmağı kanser olmuş , o yüzden avlayamıyor	NOT
32645	metin bey , başkan rahmetlinin kızından önce konuşmasını yaptı zaten kızı da değilmiş o ayrı konu nerden baksan tutarsızlık yani	NOT
40047	kendi kendime konuşurken baya mantıklı olduğumu düşünüyorum aslında	NOT
31741	kibir tabana inerse sonuçları ağır olur ...	NOT
19237	ya arkadaşlar acaba bir tag çıkarsak bts'nin türkiyede konser vermesi için imza falan toplasak belki trendlere gireriz sesimizi duyan olur ne dersiniz ? olma ihtimali var mıdır ?	NOT
26336	burak ikinci yarı gelse max 8 gol atar . ilk hatasında tribünün sesi duyulur . beşiktaşı yönetenler beşiktaşın istikbali ile kumar oynamamalı	NOT
28202	adamın cezası var amına koyayım nasıl habercilik bu . adam gelecek ve oynamayacak bir süre . siktirin gidin .	OFF
20295	sayın miarrem kk . senin defterini durdu katlayıp kenara koydu . senden bu saatten sonra muhtar bile olmaz . halbuki reis seni uyarmıştı , amerikalıların gazına gelme diye .	OFF
16694	nazenin hanım iletişimi ilmicem aldı	NOT
41766	jefferson city 79 en iyi erkek oyuncu en iyi kadın oyuncu en iyi dizi en iyi dizi çifti	NOT
36129	senin reis daha bugün “ burada kürdistan yok ırakta var isteyen defolup gitsin “ demişti	OFF
44317	57 takipçim var . neredeyse tüm tüvitlerim yüzlerce etkileşim alıyor ama fav 3-5 . sapıklık yapmayın korkuyorum .	NOT
41150	lan dış senin ben sülalene sıçayım	OFF
10604	bu kafayla bir ömür geçer mi ? ? ? zavallı kasa ...	OFF
33984	bu temennilerin içine suriye'de kamplarda tutulan kadın ve çocukları da dahil edelim bayramimiz bayram olsun ni dindirelim ... .	NOT
11383	sabaha kadar ders çalışıp rakip eleme vakti	NOT
21699	ne anlayışlı kocan var sana senden değil kocandan istiyorum çıdayayım bir kadını teklif etmek kolay önemli olan kadını kocasından istemek ve ben seni kocandan istiyorum illa sex değil tanışmak ve samimi dostluk kurmak hoşuna gidersem ilişki için beni yatağa alırsın saygılar sevgiler	OFF
35777	aah yarın ordayım ama kardeş kavuşması yok	NOT
